Reviewer1;key;title;authors;year;venue;type;url;ee;pages;volume;number;publisher;isbn;doi
N;journals/nar/HuntleySMSBMO15;The GOA database: Gene Ontology annotation updates for 2015.;"Rachael P. Huntley, Tony Sawford, Prudence Mutowo-Meullenet, Aleksandra Shypitsyna, Carlos Bonilla, Maria Jesus Martin, Claire O&apos;Donovan";2015;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/HuntleySMSBMO15;https://doi.org/10.1093/nar/gku1113;1057-1063;43;Database-Issue;;;10.1093/NAR/GKU1113
N;journals/nar/ItoIYMT15;PoSSuM v.2.0: data update and a new function for investigating ligand analogs and target proteins of small-molecule drugs.;Jun-Ichi Ito, Kazuyoshi Ikeda, Kazunori D. Yamada, Kenji Mizuguchi, Kentaro Tomii;2015;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/ItoIYMT15;https://doi.org/10.1093/nar/gku1144;392-398;43;Database-Issue;;;10.1093/NAR/GKU1144
N;journals/nar/JakalskiWKNKMKTCSXOITMEMMSY15;DB-AT: a 2015 update to the Full-parasites database brings a multitude of new transcriptomic data for apicomplexan parasites.;Marcin Jakalski, Hiroyuki Wakaguri, Tabea G. Kischka, Yoshifumi Nishikawa, Shin-ichiro Kawazu, Makoto Matsubayashi, Fumiya Kawahara, Naotoshi Tsuji, Shinuo Cao, Fujiko Sunaga, Xuenan Xuan, Kazuhiro Okubo, Ikuo Igarashi, Josef Tuda, Arthur E. Mongan, Yuki Eshita, Ryuichiro Maeda, Wojciech Makalowski, Yutaka Suzuki, Junya Yamagishi;2015;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/JakalskiWKNKMKTCSXOITMEMMSY15;https://doi.org/10.1093/nar/gku1240;631-636;43;Database-Issue;;;10.1093/NAR/GKU1240
N;journals/nar/James-ZornPJBSLSBKFBZV13;Xenbase: expansion and updates of the Xenopus model organism database.;Christina James-Zorn, Virgilio G. Ponferrada, Chris Jarabek, Kevin A. Burns, Erik Segerdell, Jacqueline Lee, Kevin A. Snyder, Bishnu Bhattacharyya, J. Brad Karpinka, Joshua D. Fortriede, Jeff B. Bowes, Aaron M. Zorn, Peter D. Vize;2013;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/James-ZornPJBSLSBKFBZV13;https://doi.org/10.1093/nar/gks1025;865-870;41;Database-Issue;;;10.1093/NAR/GKS1025
N;journals/nar/JangJKCKKKHKKKL20;ChimerDB 4.0: an updated and expanded database of fusion genes.;Ye Eun Jang, Insu Jang, Sunkyu Kim, Subin Cho, Daehan Kim, Keonwoo Kim , Jaewon Kim, Jimin Hwang, Sangok Kim, Jaesang Kim, Jaewoo Kang, Byungwook Lee, Sanghyuk Lee;2020;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/JangJKCKKKHKKKL20;https://doi.org/10.1093/nar/gkz1013;D817-D824;48;Database-Issue;;;10.1093/NAR/GKZ1013
N;journals/nar/JiangLPWJHWLG11;AHD2.0: an update version of Arabidopsis Hormone Database for plant systematic studies.;Zhiqiang Jiang, Xiao-Chuan Liu, Zhiyu Peng, Yinan Wan, Yusi Ji, Wenrong He, Wen Wan, Jingchu Luo, Hongwei Guo;2011;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/JiangLPWJHWLG11;https://doi.org/10.1093/nar/gkq1066;1123-1129;39;Database-Issue;;;10.1093/NAR/GKQ1066
N;journals/nar/JinZKGL14;PlantTFDB 3.0: a portal for the functional and evolutionary study of plant transcription factors.;Jinpu Jin, He Zhang , Lei Kong, Ge Gao , Jingchu Luo;2014;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/JinZKGL14;https://doi.org/10.1093/nar/gkt1016;1182-1187;42;Database-Issue;;;10.1093/NAR/GKT1016
N;journals/nar/JungFLCBZYBCREPAMOM14;The Genome Database for Rosaceae (GDR): year 10 update.;Sook Jung, Stephen P. Ficklin, Taein Lee, Chun-Huai Cheng, Anna V. Blenda, Ping Zheng, Jing Yu , Aureliano Bombarely, Ilhyung Cho, Sushan Ru, Kate Evans, Cameron Peace, Albert G. Abbott, Lukas A. Mueller, Mercy A. Olmstead, Dorrie Main;2014;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/JungFLCBZYBCREPAMOM14;https://doi.org/10.1093/nar/gkt1012;1237-1244;42;Database-Issue;;;10.1093/NAR/GKT1012
N;journals/nar/KaasYJDC12;ConoServer: updated content, knowledge, and discovery tools in the conopeptide database.;Quentin Kaas, Rilei Yu, Ai-Hua Jin, Sébastien Dutertre, David J. Craik;2012;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/KaasYJDC12;https://doi.org/10.1093/nar/gkr886;325-330;40;Database-Issue;;;10.1093/NAR/GKR886
N;journals/nar/KamburovSLH13;The ConsensusPathDB interaction database: 2013 update.;Atanas Kamburov, Ulrich Stelzl, Hans Lehrach, Ralf Herwig;2013;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/KamburovSLH13;https://doi.org/10.1093/nar/gks1055;793-800;41;Database-Issue;;;10.1093/NAR/GKS1055
N;journals/nar/KapusheskyABCFFHKKKKMMPPRTTWZPB12;Gene Expression Atlas update - a value-added database of microarray and sequencing-based functional genomics experiments.;Misha Kapushesky, Tomasz Adamusiak, Tony Burdett, Aedín C. Culhane, Anna Farne, Alexey Filippov, Ele Holloway, Andrey Klebanov, Nataliya Kryvych, Natalja Kurbatova, Pavel Kurnosov, James Malone, Olga Melnichuk, Robert Petryszak, Nikolay Pultsin, Gabriella Rustici, Andrew Tikhonov, Ravensara S. Travillian, Eleanor Williams, Andrey Zorin, Helen E. Parkinson, Alvis Brazma;2012;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/KapusheskyABCFFHKKKKMMPPRTTWZPB12;https://doi.org/10.1093/nar/gkr913;1077-1081;40;Database-Issue;;;10.1093/NAR/GKR913
N;journals/nar/KarolchikBCCCDDFGHHHHLLLRRRSSZHKK14;The UCSC Genome Browser database: 2014 update.;Donna Karolchik, Galt P. Barber, Jonathan Casper, Hiram Clawson, Melissa S. Cline, Mark Diekhans, Timothy R. Dreszer, Pauline A. Fujita, Luvina Guruvadoo, Maximilian Haeussler, Rachel A. Harte, Steven G. Heitner, Angie S. Hinrichs, Katrina Learned, Brian T. Lee, Chin H. Li, Brian J. Raney, Brooke L. Rhead, Kate R. Rosenbloom, Cricket A. Sloan, Matthew L. Speir, Ann S. Zweig, David Haussler, Robert M. Kuhn, W. James Kent;2014;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/KarolchikBCCCDDFGHHHHLLLRRRSSZHKK14;https://doi.org/10.1093/nar/gkt1168;764-770;42;Database-Issue;;;10.1093/NAR/GKT1168
N;journals/nar/KawajiSLFNRSISCHD11;Update of the FANTOM web resource: from mammalian transcriptional landscape to its dynamic regulation.;Hideya Kawaji, Jessica Severin, Marina Lizio, Alistair R. R. Forrest, Erik van Nimwegen, Michael Rehli, Kate Schroder, Katharine M. Irvine, Harukazu Suzuki, Piero Carninci, Yoshihide Hayashizaki, Carsten O. Daub;2011;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/KawajiSLFNRSISCHD11;https://doi.org/10.1093/nar/gkq1112;856-860;39;Database-Issue;;;10.1093/NAR/GKQ1112
N;journals/nar/KhanFSGCLBCKTBA18;JASPAR 2018: update of the open-access database of transcription factor binding profiles and its web framework.;Aziz Khan , Oriol Fornes, Arnaud Stigliani, Marius Gheorghe, Jaime Abraham Castro-Mondragón, Robin van der Lee, Adrien Bessy, Jeanne Chèneby, Shubhada R. Kulkarni, Ge Tan, Damir Baranasic, David J. Arenillas, Albin Sandelin, Klaas Vandepoele, Boris Lenhard, Benoît Ballester, Wyeth W. Wasserman, François Parcy, Anthony Mathelier;2018;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/KhanFSGCLBCKTBA18;https://doi.org/10.1093/nar/gkx1126;D260-D266;46;Database-Issue;;;10.1093/NAR/GKX1126
N;journals/nar/KhanFSGCLBCKTBA18a;JASPAR 2018: update of the open-access database of transcription factor binding profiles and its web framework.;Aziz Khan , Oriol Fornes, Arnaud Stigliani, Marius Gheorghe, Jaime Abraham Castro-Mondragón, Robin van der Lee, Adrien Bessy, Jeanne Chèneby, Shubhada R. Kulkarni, Ge Tan, Damir Baranasic, David J. Arenillas, Albin Sandelin, Klaas Vandepoele, Boris Lenhard, Benoît Ballester, Wyeth W. Wasserman, François Parcy, Anthony Mathelier;2018;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/KhanFSGCLBCKTBA18a;https://doi.org/10.1093/nar/gkx1188;D1284;46;Database-Issue;;;10.1093/NAR/GKX1188
N;journals/nar/KhareHSGGG12;HIstome - a relational knowledgebase of human histone proteins and histone modifying enzymes.;Satyajeet P. Khare, Farhat Habib, Rahul Sharma , Nikhil Gadewal, Sanjay Gupta, Sanjeev Galande;2012;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/KhareHSGGG12;https://doi.org/10.1093/nar/gkr1125;337-342;40;Database-Issue;;;10.1093/NAR/GKR1125
N;journals/nar/KibbeAFMBFMBMVPS15;Disease Ontology 2015 update: an expanded and updated database of human diseases for linking biomedical knowledge through disease data.;Warren A. Kibbe, Cesar Arze, Victor Felix, Elvira Mitraka, Evan Bolton, Gang Fu, Christopher J. Mungall, Janos X. Binder, James Malone, Drashtti Vasant, Helen E. Parkinson, Lynn M. Schriml;2015;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/KibbeAFMBFMBMVPS15;https://doi.org/10.1093/nar/gku1011;1071-1078;43;Database-Issue;;;10.1093/NAR/GKU1011
N;journals/nar/KimCCGHHLSTYZZB19;PubChem 2019 update: improved access to chemical data.;Sunghwan Kim , Jie Chen , Tiejun Cheng, Asta Gindulyte, Jia He , Siqian He, Qingliang Li, Benjamin A. Shoemaker, Paul A. Thiessen, Bo Yu , Leonid Zaslavsky, Jian Zhang , Evan Bolton;2019;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/KimCCGHHLSTYZZB19;https://doi.org/10.1093/nar/gky1033;D1102-D1109;47;Database-Issue;;;10.1093/NAR/GKY1033
N;journals/nar/KimCVPEHNWMCPAR16;GEneSTATION 1.0: a synthetic resource of diverse evolutionary and functional genomic data for studying the evolution of pregnancy-associated tissues and phenotypes.;Mara Kim, Brian A. Cooper, Rohit Venkat, Julie B. Phillips, Haley R. Eidem, Jibril Hirbo, Sashank Nutakki, Scott M. Williams, Louis J. Muglia, J. Anthony Capra, Kenneth Petren, Patrick Abbot, Antonis Rokas, Kriston L. McGary;2016;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/KimCVPEHNWMCPAR16;https://doi.org/10.1093/nar/gkv1137;908-916;44;Database-Issue;;;10.1093/NAR/GKV1137
N;journals/nar/KimJKCKLJ21;3DIV update for 2021: a comprehensive resource of 3D genome and 3D cancer genome.;Kyukwang Kim, Insu Jang, Mooyoung Kim, Jinhyuk Choi, Minseo Kim, Byungwook Lee, Inkyung Jung;2021;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/KimJKCKLJ21;https://doi.org/10.1093/nar/gkaa1078;D38-D46;49;Database-Issue;;;10.1093/NAR/GKAA1078
N;journals/nar/KinjoBSTKIN17;Protein Data Bank Japan (PDBj): updated user interfaces, resource description framework, analysis tools for large structures.;Akira R. Kinjo, Gert-Jan Bekker, Hirofumi Suzuki, Yuko Tsuchiya, Takeshi Kawabata, Yasuyo Ikegawa, Haruki Nakamura;2017;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/KinjoBSTKIN17;https://doi.org/10.1093/nar/gkw962;D282-D288;45;Database-Issue;;;10.1093/NAR/GKW962
N;journals/nar/KodamaMKO19;DDBJ update: the Genomic Expression Archive (GEA) for functional genomics data.;Yuichi Kodama, Jun Mashima, Takehide Kosuge, Osamu Ogasawara;2019;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/KodamaMKO19;https://doi.org/10.1093/nar/gky1002;D69-D73;47;Database-Issue;;;10.1093/NAR/GKY1002
N;journals/nar/KolesnikovHKMTWDKBBMPRTPPSB15;ArrayExpress update - simplifying data submissions.;Nikolay Kolesnikov, Emma Hastings, Maria Keays, Olga Melnichuk, Y. Amy Tang, Eleanor Williams, Miroslaw Dylag, Natalja Kurbatova, Marco Brandizi, Tony Burdett, Karyn Megy, Ekaterina Pilicheva, Gabriella Rustici, Andrew Tikhonov, Helen E. Parkinson, Robert Petryszak, Ugis Sarkans, Alvis Brazma;2015;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/KolesnikovHKMTWDKBBMPRTPPSB15;https://doi.org/10.1093/nar/gku1057;1113-1116;43;Database-Issue;;;10.1093/NAR/GKU1057
N;journals/nar/KotlyarPMJ19;IID 2018 update: context-specific physical protein-protein interactions in human, model organisms and domesticated species.;Max Kotlyar, Chiara Pastrello, Zara Malik, Igor Jurisica;2019;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/KotlyarPMJ19;https://doi.org/10.1093/nar/gky1037;D581-D589;47;Database-Issue;;;10.1093/NAR/GKY1037
N;journals/nar/Kozlowski22;Proteome-pI 2.0: proteome isoelectric point database update.;Lukasz Pawel Kozlowski;2022;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/Kozlowski22;https://doi.org/10.1093/nar/gkab944;1535-1540;50;D1;;;10.1093/NAR/GKAB944
N;journals/nar/KrassowskiPCHDO18;ActiveDriverDB: human disease mutations and genome variation in post-translational modification sites of proteins.;Michal Krassowski, Marta Paczkowska, Kim Cullion, Tina Huang, Irakli Dzneladze, B. F. Francis Ouellette, Joseph Tadashi Yamada, Amelie Fradet-Turcotte, Jüri Reimand;2018;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/KrassowskiPCHDO18;https://doi.org/10.1093/nar/gkx973;D901-D910;46;Database-Issue;;;10.1093/NAR/GKX973
N;journals/nar/KristensenWK17;ATGC database and ATGC-COGs: an updated resource for micro- and macro-evolutionary studies of prokaryotic genomes and protein family annotation.;David M. Kristensen, Yuri I. Wolf, Eugene V. Koonin;2017;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/KristensenWK17;https://doi.org/10.1093/nar/gkw934;D210-D218;45;Database-Issue;;;10.1093/NAR/GKW934
N;journals/nar/KriventsevaKTMD19;OrthoDB v10: sampling the diversity of animal, plant, fungal, protist, bacterial and viral genomes for evolutionary and functional annotations of orthologs.;Evgenia V. Kriventseva, Dmitry Kuznetsov, Fredrik Tegenfeldt, Mosè Manni, Renata Dias, Felipe A. Simão, Evgeny M. Zdobnov;2019;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/KriventsevaKTMD19;https://doi.org/10.1093/nar/gky1053;D807-D811;47;Database-Issue;;;10.1093/NAR/GKY1053
N;journals/nar/KriventsevaTPWSPIZ15;OrthoDB v8: update of the hierarchical catalog of orthologs and the underlying free software.;Evgenia V. Kriventseva, Fredrik Tegenfeldt, Tom J. Petty, Robert M. Waterhouse, Felipe A. Simão, Igor A. Pozdnyakov, Panagiotis Ioannidis , Evgeny M. Zdobnov;2015;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/KriventsevaTPWSPIZ15;https://doi.org/10.1093/nar/gku1220;250-256;43;Database-Issue;;;10.1093/NAR/GKU1220
N;journals/nar/LangeHO12;TopFIND 2.0 - linking protein termini with proteolytic processing and modifications altering protein function.;Philipp F. Lange, Pitter F. Huesgen, Christopher M. Overall;2012;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/LangeHO12;https://doi.org/10.1093/nar/gkr1025;351-361;40;Database-Issue;;;10.1093/NAR/GKR1025
N;journals/nar/LarkinMAASGGGMS21;FlyBase: updates to the Drosophila melanogaster knowledge base.;Aoife Larkin, Steven J. Marygold, Giulia Antonazzo, Helen Attrill, Gilberto dos Santos, Phani V. Garapati, Joshua L. Goodman, L. Sian Gramates, Gillian H. Millburn, Victor B. Strelets, Christopher J. Tabone, Jim Thurmond, Norbert Perrimon, Susan Russo Gelbart, Julie Agapite, Kris Broll, Madeline A. Crosby, Kathleen Falls, Victoria Jenkins, Ian Longden, Beverley Matthews, Carol Sutherland, Pinglei Zhou, Mark Zytkovicz, Nick Brown , Phani Garapati, Steven Marygold, Alexander McLachlan, Clare Pilgrim, Arzu Ozturk-Colak, Vitor Trovisco, Thomas C. Kaufman, Brian R. Calvi, Richard Cripps, Tyanna Lovato;2021;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/LarkinMAASGGGMS21;https://doi.org/10.1093/nar/gkaa1026;D899-D907;49;Database-Issue;;;10.1093/NAR/GKAA1026
N;journals/nar/LaunaySMTR15;MatrixDB, the extracellular matrix interaction database: updated content, a new navigator and expanded functionalities.;Guillaume Launay, R. Salza, D. Multedo, Nicolas Thierry-Mieg, Sylvie Ricard-Blum;2015;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/LaunaySMTR15;https://doi.org/10.1093/nar/gku1091;321-327;43;Database-Issue;;;10.1093/NAR/GKU1091
N;journals/nar/LeeBBCCDFGHLMNN22;The UCSC Genome Browser database: 2022 update.;Brian T. Lee, Galt P. Barber, Anna Benet-Pagès, Jonathan Casper, Hiram Clawson, Mark Diekhans, Clayton M. Fischer, Jairo Navarro Gonzalez, Angie S. Hinrichs, Christopher M. Lee, Pranav Muthuraman, Luis R. Nassar, Beagan Nguy, Tiana Pereira, Gerardo Perez, Brian J. Raney, Kate R. Rosenbloom, Daniel Schmelter, Matthew L. Speir, Brittney D. Wick, Ann S. Zweig, David Haussler, Robert M. Kuhn, Maximilian Haeussler, W. James Kent;2022;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/LeeBBCCDFGHLMNN22;https://doi.org/10.1093/nar/gkab959;1115-1122;50;D1;;;10.1093/NAR/GKAB959
N;journals/nar/LetunicDB12;SMART 7: recent updates to the protein domain annotation resource.;Ivica Letunic, Tobias Doerks, Peer Bork;2012;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/LetunicDB12;https://doi.org/10.1093/nar/gkr931;302-305;40;Database-Issue;;;10.1093/NAR/GKR931
N;journals/nar/LetunicDB15;SMART: recent updates, new developments and status in 2015.;Ivica Letunic, Tobias Doerks, Peer Bork;2015;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/LetunicDB15;https://doi.org/10.1093/nar/gku949;257-260;43;Database-Issue;;;10.1093/NAR/GKU949
N;journals/nar/LetunicKB21;SMART: recent updates, new developments and status in 2020.;Ivica Letunic, Supriya Khedkar, Peer Bork;2021;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/LetunicKB21;https://doi.org/10.1093/nar/gkaa937;D458-D460;49;Database-Issue;;;10.1093/NAR/GKAA937
N;journals/nar/LicataBPPIGSPNSCC12;MINT, the molecular interaction database: 2012 update.;Luana Licata, Leonardo Briganti, Daniele Peluso, Livia Perfetto, Marta Iannuccelli, Eugenia Galeota, Francesca Sacco, Anita Palma, Aurelio Nardozza, Elena Santonico, Luisa Castagnoli, Gianni Cesareni;2012;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/LicataBPPIGSPNSCC12;https://doi.org/10.1093/nar/gkr930;857-861;40;Database-Issue;;;10.1093/NAR/GKR930
N;journals/nar/LicataSIPMPPCCC20;SIGNOR 2.0, the SIGnaling Network Open Resource 2.0: 2019 update.;Luana Licata, Prisca Lo Surdo, Marta Iannuccelli, Alessandro Palma, Elisa Micarelli, Livia Perfetto, Daniele Peluso, Alberto Calderone, Luisa Castagnoli, Gianni Cesareni;2020;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/LicataSIPMPPCCC20;https://doi.org/10.1093/nar/gkz949;D504-D510;48;Database-Issue;;;10.1093/NAR/GKZ949
N;journals/nar/LiDZZ16;LegumeIP 2.0 - a platform for the study of gene function and genome evolution in legumes.;Jun Li, Xinbin Dai, Zhaohong Zhuang, Patrick Xuechun Zhao;2016;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/LiDZZ16;https://doi.org/10.1093/nar/gkv1237;1189-1194;44;Database-Issue;;;10.1093/NAR/GKV1237
N;journals/nar/LiLLJLYPWWMYHZC22;dbPTM in 2022: an updated database for exploring regulatory networks and functional associations of protein post-translational modifications.;Zhongyan Li, Shangfu Li, Mengqi Luo, Jhih-Hua Jhong, Wenshuo Li, Lantian Yao, Yuxuan Pang, Zhuo Wang, Rulan Wang, Renfei Ma, Jinhan Yu, Yuqi Huang, Xiaoning Zhu, Qifan Cheng, Hexiang Feng, Jiahong Zhang, Chunxuan Wang, Justin Bo-Kai Hsu, Wen-Chi Chang, Feng-Xiang Wei, Hsien-Da Huang, Tzong-Yi Lee;2022;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/LiLLJLYPWWMYHZC22;https://doi.org/10.1093/nar/gkab1017;471-479;50;D1;;;10.1093/NAR/GKAB1017
N;journals/nar/LiLWWNKYSCXW16;GWASdb v2: an update database for human genetic variants identified by genome-wide association studies.;Mulin Jun Li, Zipeng Liu, Panwen Wang, Maria P. Wong, Matthew R. Nelson, Jean-Pierre A. Kocher, Meredith Yeager, Pak Chung Sham, Stephen J. Chanock, Zhengyuan Xia, Junwen Wang;2016;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/LiLWWNKYSCXW16;https://doi.org/10.1093/nar/gkv1317;869-876;44;Database-Issue;;;10.1093/NAR/GKV1317
N;journals/nar/LiuLXBSLTDO19;ICEberg 2.0: an updated database of bacterial integrative and conjugative elements.;Meng Liu , Xiaobin Li , Yingzhou Xie, Dexi Bi, Jingyong Sun, Jun Li, Cui Tai, Zixin Deng, Hong-Yu Ou;2019;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/LiuLXBSLTDO19;https://doi.org/10.1093/nar/gky1123;D660-D665;47;Database-Issue;;;10.1093/NAR/GKY1123
N;journals/nar/LiuLYZHBW21;MolluscDB: an integrated functional and evolutionary genomics database for the hyper-diverse animal phylum Mollusca.;Fuyun Liu, Yuli Li, Hongwei Yu, Lingling Zhang, Jingjie Hu, Zhenmin Bao, Shi Wang;2021;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/LiuLYZHBW21;https://doi.org/10.1093/nar/gkaa918;D988-D997;49;Database-Issue;;;10.1093/NAR/GKAA918
N;journals/nar/LiuLYZHBW21a;MolluscDB: an integrated functional and evolutionary genomics database for the hyper-diverse animal phylum Mollusca (Corrigendum).;Fuyun Liu, Yuli Li, Hongwei Yu, Lingling Zhang, Jingjie Hu, Zhenmin Bao, Shi Wang;2021;Nucleic Acids Res.;Journal Articles;https://dblp.org/rec/journals/nar/LiuLYZHBW21a;https://doi.org/10.1093/nar/gkaa1166;D1556;49;Database-Issue;;;10.1093/NAR/GKAA1166
