Reviewer2;EID;Authors;AuthorFullNames;AuthorIDs;Title;Year;SourceTitle;Volume;Issue;ArtNo;PageStart;PageEnd;citedBy;doi_lowercase;DOI;Link;DocumentTypeSCOPUS;PublicationStage;OpenAccess;SourceSCOPUS
N;2-s2.0-85085699838;Shi Y., Zhang Y., Lin S., Wang C., Zhou J., Peng D., Xue Y.;Shi, Ying (57216211201) | Zhang, Ying (56891794300) | Lin, Shaofeng (59325924800) | Wang, Chenwei (57205371196) | Zhou, Jiaqi (57194227186) | Peng, Di (57203353711) | Xue, Yu (7402270422);57216211201 | 56891794300 | 59325924800 | 57205371196 | 57194227186 | 57203353711 | 7402270422;dbPSP 2.0, an updated database of protein phosphorylation sites in prokaryotes;2020;Scientific Data;7;1;164;;;;10.1038/s41597-020-0506-7;10.1038/s41597-020-0506-7;https://www.scopus.com/pages/publications/85085699838?origin=resultslist;Article;Final;All Open Access | Gold Open Access | Green Open Access;Scopus
N;2-s2.0-85085987356;Sun J., Xue N., Liu W., Chu J.;Sun, Jianwei (55716297900) | Xue, Na (57217061621) | Liu, Wenrui (56707770200) | Chu, Jinkui (7402881159);55716297900 | 57217061621 | 56707770200 | 7402881159;A synthesis method for path generation of a planar five-bar mechanism based on dynamic self-adaptive atlas database;2020;Inverse Problems in Science and Engineering;28;11;;1609;1632;;10.1080/17415977.2020.1745792;10.1080/17415977.2020.1745792;https://www.scopus.com/pages/publications/85085987356?origin=resultslist;Article;Final;;Scopus
N;2-s2.0-85086949596;Khadeeja Nusrath T.K., Singh J., Saraf A.;Khadeeja Nusrath, T.K. (57115273300) | Singh, Jatinder (56733955500) | Saraf, Amitabh (16553355900);57115273300 | 56733955500 | 16553355900;External stores grouping for aero database update;2016;AIAA Atmospheric Flight Mechanics Conference;;;;;;;10.2514/6.2016-2014;10.2514/6.2016-2014;https://www.scopus.com/pages/publications/85086949596?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-85087300388;Alomari S.A., Alzboon M.S., Al-Batah M.S., Zaqaibeh B.;Alomari, Saleh Ali (34879555000) | Alzboon, Mowafaq Salem (55837697300) | Al-Batah, Mohammad Subhi (23093290700) | Zaqaibeh, Belal (8435405200);34879555000 | 55837697300 | 23093290700 | 8435405200;A novel adaptive schema to facilitates playback switching technique for video delivery in dense LTE cellular heterogeneous network environments;2020;International Journal of Electrical and Computer Engineering;10;5;;5347;5367;;10.11591/ijece.v10i5.pp5347-5367;10.11591/IJECE.V10I5.PP5347-5367;https://www.scopus.com/pages/publications/85087300388?origin=resultslist;Article;Final;All Open Access | Gold Open Access | Green Open Access;Scopus
N;2-s2.0-85087656355;Gançarski P., Puissant A., Petitjean F.;GanÃ§arski, Pierre (8557869900) | Puissant, Anne (7102002323) | Petitjean, FranÃ§ois (36519511800);8557869900 | 7102002323 | 36519511800;Spatial evolution of urban fabrics extracted from spatiotemporal topographic database using symbolic dynamic time warping;2016;Environmental Modelling and Software for Supporting a Sustainable Future, Proceedings - 8th International Congress on Environmental Modelling and Software, iEMSs 2016;3;;;610;617;;;;https://www.scopus.com/pages/publications/85087656355?origin=resultslist;Conference paper;Final;;Scopus
Y;2-s2.0-85088705327;Decker H.;Decker, Hendrik (8916281400);8916281400;Causes for checking the integrity of the evolution of databases;2012;26th Workshop on Logic Programming, WLP 2012 - Proceedings;;;;33;46;;;;https://www.scopus.com/pages/publications/85088705327?origin=resultslist;Conference paper;Final;;Scopus
Y;2-s2.0-85090507032;Gobert M., Cleve A.;Gobert, Maxime (55944575500) | Cleve, Anthony (8694759600);55944575500 | 8694759600;Supporting schema evolution in hybrid database systems;2020;CEUR Workshop Proceedings;2652;;;;;;;;https://www.scopus.com/pages/publications/85090507032?origin=resultslist;Conference paper;Final;;Scopus
Y;2-s2.0-85091790781;Namdeo B., Suman U.;Namdeo, Basant (57214105184) | Suman, Ugrasen (36700382100);57214105184 | 36700382100;Schema design advisor model for RDBMS to NoSQL database migration;2021;International Journal of Information Technology (Singapore);13;1;;277;286;;10.1007/s41870-020-00515-8;10.1007/s41870-020-00515-8;https://www.scopus.com/pages/publications/85091790781?origin=resultslist;Article;Final;;Scopus
N;2-s2.0-85091826923;Song J., Ru J., Zheng M., Wang H., Fan Y., Yue X., Yu K., Zhou Z., Shao P., Han H., Lei L., Zhang Q., Li X., Su F., Zhang K., Wan S.;Song, Jian (56508615900) | Ru, Jingyi (57197843183) | Zheng, Mengmei (57197847932) | Wang, Haidao (57219247951) | Fan, Yongge (57219246953) | Yue, Xiaojing (57219239248) | Yu, Kejia (57219237740) | Zhou, Zhenxing (57206908141) | Shao, Pengshuai (56509087400) | Han, Hongyan (55969965400) | Lei, Lingjie (57146278800) | Zhang, Qian (59852089800) | Li, Xiaoming (57192493153) | Su, Fanglong (56368312400) | Zhang, Kesheng (57194564869) | Wan, Shiqiang (8968414000);56508615900 | 57197843183 | 57197847932 | 57219247951 | 57219246953 | 57219239248 | 57219237740 | 57206908141 | 56509087400 | 55969965400 | 57146278800 | 59852089800 | 57192493153 | 56368312400 | 57194564869 | 8968414000;A global database of plant production and carbon exchange from global change manipulative experiments;2020;Scientific Data;7;1;323;;;;10.1038/s41597-020-00661-5;10.1038/s41597-020-00661-5;https://www.scopus.com/pages/publications/85091826923?origin=resultslist;Data paper;Final;All Open Access | Gold Open Access | Green Open Access;Scopus
N;2-s2.0-85091964400;;;;IAL 2020 - Proceedings of the Workshop on Interactive Adaptive Learning, co-located with European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases, ECML PKDD 2020;2020;CEUR Workshop Proceedings;2660;;;;;;;;https://www.scopus.com/pages/publications/85091964400?origin=resultslist;Conference review;Final;;Scopus
N;2-s2.0-85092655174;Mahajan R., Devanand;Mahajan, Rohini (60376269400) | Devanand (50561203900);60376269400 | 50561203900;Multiresolution Adaptive Threshold Based Segmentation of Real-Time Vision-Based Database for Human Motion Estimation;2021;Advances in Intelligent Systems and Computing;1187;;;503;513;;10.1007/978-981-15-6014-9_60;10.1007/978-981-15-6014-9_60;https://www.scopus.com/pages/publications/85092655174?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-85092657622;Wong S.;Wong, Sandra (57190034594);57190034594;Notes on operations database discovery: From a migration project to a content strategy;2020;Library Resources and Technical Services;64;2;;72;88;;;;https://www.scopus.com/pages/publications/85092657622?origin=resultslist;Article;Final;;Scopus
N;2-s2.0-85093945422;Rahutomo R., Nurlaila I., Perbangsa A.S., Pardamean B.;Rahutomo, Reza (57203844500) | Nurlaila, Ika (57217958627) | Perbangsa, Anzaludin Samsinga (56010307400) | Pardamean, Bens (55009925500);57203844500 | 57217958627 | 56010307400 | 55009925500;Database management system design with time series modification for child growth and malnutrition monitoring in the regency of serdang bedagai;2020;Proceedings of 2020 International Conference on Information Management and Technology, ICIMTech 2020;;;9211170;306;311;;10.1109/icimtech50083.2020.9211170;10.1109/ICIMTech50083.2020.9211170;https://www.scopus.com/pages/publications/85093945422?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-85094685266;Suárez-Otero P., Suárez-Cabal M.J., Tuya J.;SuÃ¡rez-Otero, Pablo (57202453352) | SuÃ¡rez-Cabal, MarÃ­a JosÃ© (8444075100) | Tuya, Javier (6603310027);57202453352 | 8444075100 | 6603310027;"Verification of the maintenance of logical consistency in Cassandra databases; [Verificación del mantenimiento de la consistencia lógica en bases de datos Cassandra]";2019;Actas de las 24th Jornadas de Ingenieria del Software y Bases de Datos, JISBD 2019;;;;;;;;;https://www.scopus.com/pages/publications/85094685266?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-85094898010;Arab B.S., Guo H., Gawlick D., Radhakrishnan V., Glavic B.;Arab, Bahareh Sadat (54881542600) | Guo, Hao (57219716102) | Gawlick, Dieter (6602224090) | Radhakrishnan, Venkatesh (57192073605) | Glavic, Boris (24468209600);54881542600 | 57219716102 | 6602224090 | 57192073605 | 24468209600;A generic provenance middleware for database queries, updates, and transactions;2014;6th Workshop on the Theory and Practice of Provenance, TaPP 2014;;;;;;;;;https://www.scopus.com/pages/publications/85094898010?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-85096176671;Liang J., Ye S., Dai T., Zha Z., Gao Y., Zhu X.;Liang, Jiechun (57203209722) | Ye, Shuqian (57204694358) | Dai, Tianshu (57219937388) | Zha, Ziyue (57219942857) | Gao, Yuechen (57219938294) | Zhu, Xi (57026571300);57203209722 | 57204694358 | 57219937388 | 57219942857 | 57219938294 | 57026571300;QM-symex, update of the QM-sym database with excited state information for 173 kilo molecules;2020;Scientific Data;7;1;400;;;;10.1038/s41597-020-00746-1;10.1038/s41597-020-00746-1;https://www.scopus.com/pages/publications/85096176671?origin=resultslist;Data paper;Final;All Open Access | Gold Open Access | Green Open Access;Scopus
Y;2-s2.0-85098222422;Kumar A., SivakKumar M., Namdeo V.;Kumar, Amit (58603409100) | SivakKumar, M. (57221111423) | Namdeo, Varsha (56805176900);58603409100 | 57221111423 | 56805176900;Workflow Management Through Database Migration in Cloud Computing Environment;2021;Lecture Notes in Networks and Systems;154;;;357;367;;10.1007/978-981-15-8354-4_36;10.1007/978-981-15-8354-4_36;https://www.scopus.com/pages/publications/85098222422?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-85100452900;Mahmoud A.Y., Abu-Saqer M.M.;Mahmoud, Ahmed Y. (35113538500) | Abu-Saqer, Mohammed M. (57221864837);35113538500 | 57221864837;Modification of select operation model for multilevel security: Medical database systems as an application;2020;Proceedings - 2020 International Conference on Assistive and Rehabilitation Technologies, iCareTech 2020;;;9328054;47;50;;10.1109/icaretech49914.2020.00016;10.1109/iCareTech49914.2020.00016;https://www.scopus.com/pages/publications/85100452900?origin=resultslist;Conference paper;Final;;Scopus
Y;2-s2.0-85101536311;Xuhui L., Tao Y., Ting L., Yiwen L., Jinguang G.;Xuhui, Li (7501711340) | Tao, Yu (57222125694) | Ting, Li (57222117169) | Yiwen, Li (57503531800) | Jinguang, Gu (23466719600);7501711340 | 57222125694 | 57222117169 | 57503531800 | 23466719600;An evolutionary schema for metadata description;2020;Data Analysis and Knowledge Discovery;4;1;;76;88;;10.11925/infotech.2096-3467.2019.0791;10.11925/infotech.2096-3467.2019.0791;https://www.scopus.com/pages/publications/85101536311?origin=resultslist;Article;Final;;Scopus
Y;2-s2.0-85103461245;Brahmia Z., Brahmia S., Grandi F., Bouaziz R.;Brahmia, Zouhaier (24775104500) | Brahmia, Safa (57190567664) | Grandi, Fabio (7004017968) | Bouaziz, Rafik (15076509300);24775104500 | 57190567664 | 7004017968 | 15076509300;Implementation of High-Level JSON Schema Change Operations Using JUpdate;2021;Smart Innovation, Systems and Technologies;205;;;255;265;;10.1007/978-981-33-4183-8_21;10.1007/978-981-33-4183-8_21;https://www.scopus.com/pages/publications/85103461245?origin=resultslist;Conference paper;Final;;Scopus
Y;2-s2.0-85103739989;Ceresnak R., Matiasko K.;Ceresnak, Roman (57210554509) | Matiasko, Karol (24438346400);57210554509 | 24438346400;Synchronization Barrier in Database Migration processes;2020;ICETA 2020 - 18th IEEE International Conference on Emerging eLearning Technologies and Applications, Proceedings;;;9379163;52;58;;10.1109/iceta51985.2020.9379163;10.1109/ICETA51985.2020.9379163;https://www.scopus.com/pages/publications/85103739989?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-85104133075;Goncharov A.A., Zatsman I.M., Kruzhkov M.G.;Goncharov, A.A. (57207982287) | Zatsman, I.M. (6506385554) | Kruzhkov, M.G. (56291987100);57207982287 | 6506385554 | 56291987100;"Evolution of classifications in supracorpora databases; [ЭВОЛЮЦИЯ КЛАССИФИКАЦИЙ В НАДКОРПУСНЫХ БАЗАХ ДАННЫХ]";2020;Informatika i ee Primeneniya;14;4;;108;116;;10.14357/19922264200415;10.14357/19922264200415;https://www.scopus.com/pages/publications/85104133075?origin=resultslist;Article;Final;;Scopus
N;2-s2.0-85104525690;Yusuke M., Satoru A., Shinichiro Y.;Yusuke, Miyamoto (57223022347) | Satoru, Aikawa (7006335689) | Shinichiro, Yamamoto (57222687519);57223022347 | 7006335689 | 57222687519;Schemes to reduce no estimates and database update errors for finger print area localization;2021;2020 International Symposium on Antennas and Propagation, ISAP 2020;;;9391261;853;854;;10.23919/isap47053.2021.9391261;10.23919/ISAP47053.2021.9391261;https://www.scopus.com/pages/publications/85104525690?origin=resultslist;Conference paper;Final;;Scopus
Y;2-s2.0-85104614223;Kumar A., Sivak Kumar M., Namdeo V.;Kumar, Amit (58603409100) | Sivak Kumar, M. (57223044305) | Namdeo, Varsha (56805176900);58603409100 | 57223044305 | 56805176900;A regression-based hybrid machine learning technique to enhance the database migration in cloud environment;2021;Proceedings - IEEE 2021 International Conference on Computing, Communication, and Intelligent Systems, ICCCIS 2021;;;9397123;149;155;;10.1109/icccis51004.2021.9397123;10.1109/ICCCIS51004.2021.9397123;https://www.scopus.com/pages/publications/85104614223?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-85105706389;Byun N., Han W.S., Kwon Y.W., Kang Y.J.;Byun, Namju (57212105063) | Han, Whi Seok (57223364772) | Kwon, Young Woong (57223360327) | Kang, Young Jong (7402784706);57212105063 | 57223364772 | 57223360327 | 7402784706;Development of bim-based bridge maintenance system considering maintenance data schema and information system;2021;Sustainability (Switzerland);13;9;4858;;;;10.3390/su13094858;10.3390/su13094858;https://www.scopus.com/pages/publications/85105706389?origin=resultslist;Article;Final;All Open Access | Gold Open Access | Green Open Access;Scopus
N;2-s2.0-85106136129;Peters K.J., Saltré F., Friedrich T., Jacobs Z., Wood R., McDowell M., Ulm S., Bradshaw C.J.A.;Peters, Katharina J. (55889608300) | SaltrÃ©, FrÃ©dÃ©rik (35176404300) | Friedrich, Tobias (35339026300) | Jacobs, Zenobia (23392343600) | Wood, Rachel (35202563700) | McDowell, Matthew (7005510654) | Ulm, Sean (17344329100) | Bradshaw, Corey J A (7102130752);55889608300 | 35176404300 | 35339026300 | 23392343600 | 35202563700 | 7005510654 | 17344329100 | 7102130752;Erratum: Addendum: FosSahul 2.0, an updated database for the Late Quaternary fossil records of Sahul (Scientific data (2019) 6 1 (272));2021;Scientific data;8;1;;133;;;10.1038/s41597-021-00918-7;10.1038/s41597-021-00918-7;https://www.scopus.com/pages/publications/85106136129?origin=resultslist;Erratum;Final;All Open Access | Gold Open Access | Green Open Access;Scopus
N;2-s2.0-85107235906;Sytar H., Vietrov O., Diachenko V.;Sytar, Hanna (57224190093) | Vietrov, Oleh (57224186865) | Diachenko, Vladyslava (57224189137);57224190093 | 57224186865 | 57224189137;Synonymizer of the Ukrainian language: Stage of creation, features of a database update and software implementation;2021;CEUR Workshop Proceedings;2870;;;448;458;;;;https://www.scopus.com/pages/publications/85107235906?origin=resultslist;Conference paper;Final;;Scopus
Y;2-s2.0-85108029163;Namdeo B., Suman U.;Namdeo, Basant (57214105184) | Suman, Ugrasen (36700382100);57214105184 | 36700382100;A Model for Relational to NoSQL database Migration: Snapshot-Live Stream Db Migration Model;2021;2021 7th International Conference on Advanced Computing and Communication Systems, ICACCS 2021;;;9441829;199;204;;10.1109/icaccs51430.2021.9441829;10.1109/ICACCS51430.2021.9441829;https://www.scopus.com/pages/publications/85108029163?origin=resultslist;Conference paper;Final;;Scopus
N;2-s2.0-85108414001;Wężyk P., Szostak M., Tompalski P.;WÄ™Å¼yk, Piotr (6504559031) | Szostak, Marta (56177558100) | Tompalski, Piotr (56178470400);6504559031 | 56177558100 | 56178470400;Use of Airborne Laser Scanning Data for a Revision and Update of a Digital Forest Map and its Descriptive Database: A Case Study from the Tatra National Park;2013;Environmental Science and Engineering;;;;615;627;;10.1007/978-3-642-12725-0_43;10.1007/978-3-642-12725-0_43;https://www.scopus.com/pages/publications/85108414001?origin=resultslist;Book chapter;Final;;Scopus
N;2-s2.0-85109840260;Palange L.A., Darekar R.V.;Palange, Lalita Anil (57225977518) | Darekar, Raviraj Vishwambhar (57190984458);57225977518 | 57190984458;Adaptive artificial neural network based marathi speech database emotion recognition;2020;Techno-Societal 2018 - Proceedings of the 2nd International Conference on Advanced Technologies for Societal Applications;2;;;59;67;;10.1007/978-3-030-16962-6_7;10.1007/978-3-030-16962-6_7;https://www.scopus.com/pages/publications/85109840260?origin=resultslist;Conference paper;Final;;Scopus
